City_EN,Prov_EN,death_rate,T_C_210114,T_D_210114,avg_co,avg_no2,avg_o3,avg_pm10,avg_pm2.5,avg_so2
Beijing,Beijing,0.009009009009009009,999,9,0.6304376436025617,29.115675196749308,63.105181775168795,56.549633677374175,38.4742105553125,3.644160263222408
Tianjin,Tianjin,0.009259259259259259,324,3,0.8883900349742139,38.833505108405184,65.86036422861905,68.08906152550068,48.15490136201262,8.436657619227388
Shijiazhuang,Hebei,0.0017857142857142857,560,1,0.9220896729945004,40.54009953843513,62.663969682391404,103.5020760694772,58.62563254802205,12.237775561014413
Tangshan,Hebei,0.017241379310344827,58,1,1.20593394354469,45.79970899558107,60.909307641090294,88.67403316328289,49.03434923170885,18.094685178421923
Qinhuangdao,Hebei,0.1,10,1,0.8392269472876651,33.918477280808375,66.36880451901011,63.18571116378632,34.374254968193554,14.59473650604726
Handan,Hebei,0,32,0,0.9700080517519469,34.29201512568246,68.42671683941846,103.19505436348797,56.70963267702565,14.27342696998595
Xingtai,Hebei,0.017543859649122806,57,1,1.0949134539527114,36.69383671097147,65.4822385957123,93.49627434987322,53.30546442200513,14.765548943589469
Baoding,Hebei,0,34,0,0.7469503297428344,36.02625827383613,63.99265452289314,86.28342168993461,50.33590771055599,11.089636431738954
Zhangjiakou,Hebei,0,43,0,0.611569661918044,19.175943321332245,76.38051849972172,54.567252003238515,24.339145962443745,11.183968464788487
Chengde,Hebei,0,7,0,0.8495790594010773,31.16218536598531,57.99987946891069,55.40233327860377,27.292868864661745,12.051773031571019
Cangzhou,Hebei,0.061224489795918366,49,3,0.752003425182218,31.730559775070205,72.12769864395466,80.5785100459548,46.30236714830439,10.941525705195941
Langfang,Hebei,0,33,0,0.6829623622987161,35.72943688587702,65.46621745950242,76.28219422161085,42.17804037014788,8.011284219052534
Hengshui,Hebei,0,8,0,0.7252272004383142,30.127445487971038,73.93212889946199,82.48945788818858,51.13563850611477,12.128122292923686
Taiyuan,Shanxi,0,21,0,0.9289645880130334,45.360863467409,60.52663364177197,97.79107661250175,54.31296831442896,16.955599675509475
Datong,Shanxi,0,12,0,1.0737017488464708,31.237409109793923,62.84027693270178,76.26320454549929,30.664183797293234,29.241045557083996
Yangquan,Shanxi,0,4,0,0.977104974574411,41.06974454391303,65.29398501336647,78.67442029403993,45.834146601582766,19.79968380072461
Changzhi,Shanxi,0,8,0,1.1412895002589414,30.918442307382904,76.82105978707592,78.38408071288079,44.75311981154789,16.785709772249483
Jincheng,Shanxi,0,10,0,1.1926514938321493,31.22761719429538,76.12564067434568,99.17488109601686,46.401645052371336,12.705689274831064
Shuozhou,Shanxi,0,8,0,0.7715097977288369,32.21222443313386,65.4537750760515,92.98765183091537,37.691175238821145,25.696874751342722
Jinzhong,Shanxi,0,38,0,0.8545737997073203,35.961688070676466,65.57969655619162,76.75686757245523,42.15294534175109,19.77827737874706
Yuncheng,Shanxi,0,19,0,1.010735475080455,26.120291627148582,77.22219701327525,88.4025054076639,55.43500475304032,12.7930677836228
Xinzhou,Shanxi,0,7,0,0.8467025922797623,34.7118255142254,63.085882474839785,71.72352723707918,43.91149672328484,20.415925006120656
Linfen,Shanxi,0,2,0,1.2219850491818738,37.79610824187389,64.17010418722067,86.75818004659402,51.69394436261091,18.093765605806862
Lvliangdiqu,Shanxi,0,6,0,0.7024197326527085,38.56096785104566,47.48976264224533,89.86433336153236,33.71345059892425,18.150404258584622
Huhehaote,Neimenggu,0,7,0,0.9610220195369208,31.94830817681725,60.13351189259742,78.07051528936046,41.3319069630308,12.404204075527142
Baotou,Neimenggu,0,11,0,1.2074977655990806,38.190936533208856,55.9431713322637,83.29379810212599,44.28967715503405,19.93793709041613
Wuhai,Neimenggu,0,2,0,0.9274111256562851,27.813057360649992,70.19646086401605,91.20733519537052,33.65526164154633,26.34802969154704
Chifeng,Neimenggu,0,9,0,0.6699586782813157,24.269337166578655,62.7175860726645,53.90436601464491,25.04318185419242,15.044277331012827
Tongliao,Neimenggu,0,7,0,0.37469435917993965,18.15579445283562,69.55520923983195,58.30187746072563,34.07998740433799,10.826638224627477
Hulunbeier,Neimenggu,0,37,0,0.3935749006847324,11.919018659023873,59.72591020516705,28.24274637338186,17.918425664634476,3.196669442901063
Xingan,Neimenggu,NA,0,0,0.40235191042941104,14.27190668296382,57.83622277780957,37.99520221734641,24.575082932122882,5.455764384578875
Xilinguole,Neimenggu,0,9,0,0.22837024756223676,9.809705684245541,67.33899361005672,27.91665696448377,9.86213878132414,13.344097304766972
Wulanchabu,Neimenggu,0,3,0,0.4861389327218356,24.921749805040253,68.57091884988506,41.67605550500104,22.6815093029383,20.7410348973329
Yikezhao,Neimenggu,0,11,0,NA,NA,NA,NA,NA,NA
Bayannaoer,Neimenggu,0.125,8,1,0.7220305020561092,20.246228085747294,68.67397025301209,80.50471168022032,35.86483697832452,16.164301002026235
Alashan,Neimenggu,NA,0,0,0.47030408349574165,9.075763652846232,95.47215829286512,55.23566963489048,25.216502724036488,8.168022378758877
Shenyang,Liaoning,0,70,0,0.9085581355806109,35.08273307432393,58.1693678424938,74.62166121296512,41.892864093543835,18.482808690552638
Dalian,Liaoning,0,161,0,0.6425425580783523,24.834407248371143,74.89869004881287,49.85311228215451,29.692184998289815,10.391455921920405
Anshan,Liaoning,0,4,0,1.2455016107870998,29.739557185764646,64.48508969180608,75.64953936524047,43.58908735808575,16.194298820283176
Fushun,Liaoning,NA,NA,NA,0.8681861532100111,27.161473172394068,61.111558585674494,72.10744762938222,42.8168913987889,17.514276749297068
Benxi,Liaoning,0,3,0,1.1449798174534842,29.353741303784098,53.63914831238085,64.72939750988301,34.43317607753036,16.640142355746555
Dandong,Liaoning,0,11,0,0.7910965432329676,18.813709668271063,60.33649840264731,47.038454789753175,28.397223627945056,14.623203174616705
Jinzhou,Liaoning,0,12,0,0.9440826919066799,30.09308428666647,62.59500827387705,73.14884350870314,46.58035016902273,23.214995797887745
Yingkou,Liaoning,0,1,0,0.856832957235228,30.107474483263346,71.22055961149206,64.0537851924654,40.63127463654213,10.058843342879786
Fuxin,Liaoning,0,8,0,0.6756612404240261,21.0683686665538,70.97323997540275,63.514250567627435,36.3684358726708,20.92463020413145
Liaoyang,Liaoning,0,3,0,1.0146002708141901,26.58731674903229,61.15704191723796,70.52571560476343,40.90104680462209,15.835934626043887
Panjin,Liaoning,0,11,0,0.82776202017983,29.48725314660777,67.53694355882378,48.615734546240255,35.43510715906082,14.65021828079615
Tieling,Liaoning,0,8,0,0.6506598057972298,28.705570004753813,61.7486287259411,67.64652656655309,39.15852576484859,10.873601373940645
Chaoyang,Liaoning,0.16666666666666666,6,1,0.9565075869631466,21.4045855127357,68.08705992524641,66.66064159039529,35.76527829590755,15.28284831531986
Huludao,Liaoning,0.08333333333333333,12,1,0.8570496304379003,29.629438261986593,65.53056939637929,67.19490208404969,42.33952139032905,22.710713056402465
Changchun,Jilin,0,45,0,0.7077106945428489,31.60958310554447,53.4630132974369,60.876383522914075,41.93448624476745,9.706459682583636
Jilin,Jilin,0.020833333333333332,48,1,0.7966918268191404,24.722829013213257,63.110836770651396,59.16653591429622,40.31025840068456,13.58826668448853
Siping,Jilin,0.058823529411764705,17,1,0.6646295848065733,24.188868138408715,62.88716064931959,61.42964936790279,32.7871801688511,11.032516157374658
Liaoyuan,Jilin,0,7,0,0.8841677343522801,21.164116662801856,63.70248789866278,54.58205463845945,38.93523895257407,14.321346074515601
Tonghua,Jilin,0,6,0,0.8350231113698232,24.231245504485937,49.42096218239358,49.277844966339615,26.825703198927954,14.570632228638045
Baishan,Jilin,NA,0,0,0.9580760932860666,19.292642224059612,50.75381326838802,59.33828967867454,27.348523058799397,14.21108472336264
Songyuan,Jilin,0,2,0,0.6371394710062224,18.545600049976056,58.70180152167009,51.87212262482383,27.805311617766925,6.015612763005128
Baicheng,Jilin,0,1,0,0.5539200492381368,13.689146383917794,58.25688537966912,38.81498846040085,24.88058156232826,8.945312908907853
Yanbianchaoxianzu,Jilin,0,5,0,0.5502816954375366,15.428385808692846,55.35135237820641,34.66411170655673,20.664235260885867,11.46386918292069
Haerbin,Heilongjiang,0.01486988847583643,269,4,0.7296963437696053,31.729340001488502,56.66206180618638,64.02066373736649,46.258576153279314,17.20980888063731
Qiqihaer,Heilongjiang,0.023255813953488372,43,1,0.6190557699716642,16.376875342197536,55.9033473952185,54.14386081882618,29.92875839954313,15.311737862163312
Jixi,Heilongjiang,0,46,0,0.6226273408669373,20.178628695940453,49.670842713203534,45.83741242226433,27.07479189738139,6.528333054965947
Hegang,Heilongjiang,0,5,0,0.5984037747436218,12.183136761103896,52.63555291324512,44.49350391323796,23.808253235722,9.459228583666937
Shuangyashan,Heilongjiang,0.057692307692307696,52,3,0.5113024959133808,13.491537507956187,54.0780436750888,43.304247183487746,24.921689822131057,10.175250681305254
Daqing,Heilongjiang,0.037037037037037035,27,1,0.5607107972401665,17.87136583194895,65.52740512628237,46.288188983341634,27.80523137161187,8.6593303378615
Yichun,Heilongjiang,0,1,0,0.5755451694618192,14.149196470830685,46.97065853901829,30.021049843049113,20.780833767782113,8.191109669153976
Jiamusi,Heilongjiang,0,15,0,0.5343222445523673,17.501810852302718,52.56479083460222,42.249261232851055,27.30630591570301,8.046623187218538
Qitaihe,Heilongjiang,0,17,0,0.7122624486263499,25.4833778216761,53.68045064074839,55.21433571307221,31.050125434259723,10.491326907561328
Mudanjiang,Heilongjiang,0,36,0,0.4863493451366463,22.308272490384642,50.259988558207816,50.05292761078692,30.104962551945263,8.87595293839918
Heihe,Heilongjiang,0,24,0,0.4342445801165038,12.56939704418413,53.30260699935381,31.494479381340987,17.238173623579918,9.059625878265498
Suihua,Heilongjiang,0.027586206896551724,145,4,0.528226143695558,19.16424857393609,59.7186196731548,56.808218143802556,41.06698556994247,10.396858475506834
Daxinganlingdiqu,Heilongjiang,0,3,0,0.5197508486572154,11.469728298004132,55.11776490449063,24.609784962029213,14.983133894046404,14.219840230744525
Shanghai,Shanghai,0.004421983575489577,1583,7,0.6584123524187718,36.20816921928452,69.5765948657773,40.7434401645613,31.52474939203906,6.360334004650557
Nanjing,Jiangsu,0,93,0,0.779515780345734,34.96668159116391,67.5000747210925,54.78555770501457,30.504656224880083,6.904193727717855
Wuxi,Jiangsu,0,55,0,0.7848819344636432,33.64964179322881,67.17127825058493,55.74444925949801,32.64208984687045,6.665829420146118
Xuzhou,Jiangsu,0,79,0,0.7976004161693357,33.94990464816256,66.36141055271789,83.92485391479394,48.64155316893838,10.064653250257296
Changzhou,Jiangsu,0,51,0,0.7288948413546844,36.91964867102677,68.64450540603715,62.003531826065306,39.52059563494022,8.964492023822023
Suzhou,Jiangsu,0,87,0,0.6674020103149829,32.66686690530705,67.07825350898516,47.47787583802147,32.71634971530173,5.5020309587271115
Nantong,Jiangsu,0,40,0,0.6840359253236469,26.57780255702555,68.02332691178147,45.95167587509788,34.14120250360503,8.74374452449295
Lianyungang,Jiangsu,0,48,0,0.7658592891777742,27.86255711724302,74.4604811909898,55.051885781370075,36.66512011925628,10.09162432116229
Huaiyin,Jiangsu,0,66,0,0.6259591100312101,24.534005345288904,69.72883646904845,61.190888868420686,40.79449375280273,6.860146711138468
Yancheng,Jiangsu,0,27,0,0.5272208740430971,21.298942273417815,76.3567332749368,52.85873275868176,32.367460524193895,4.654886540841248
Yangzhou,Jiangsu,0,23,0,0.6054397067813357,30.542026492700817,66.59588155538552,61.431144595722024,35.33188948888767,7.880881548158852
Zhenjiang,Jiangsu,0,12,0,0.6257494476066879,29.488787921307665,65.49375649245182,56.083521197913505,37.46168047194904,7.804738202121918
Taizhou,Jiangsu,0,37,0,0.7547348288270171,22.85505358997212,69.91871649167392,54.78377236304298,36.4835051466528,6.475551509197326
Suqian,Jiangsu,0,13,0,0.6954591041312007,24.18162987513971,73.93508634912224,67.71182974249717,44.33937089713923,6.2019245803215135
Hangzhou,Zhejiang,0,181,0,0.7038229738306961,37.33087030645465,53.96015454311637,53.12908149839471,28.81383282300531,5.781217697510654
Ningbo,Zhejiang,0,157,0,0.629362673439539,31.400553892266913,66.01494452637893,37.67298514266198,22.28115568900527,7.902515595396525
Wenzhou,Zhejiang,0.001984126984126984,504,1,0.5555892243148506,29.768349830746256,58.174533723566334,50.56980339974504,24.784328821378793,6.5495542268419324
Jiaxing,Zhejiang,0,46,0,0.664102144623932,31.651481007383758,67.53877258949508,44.74723261362616,27.23490297427261,6.487945091411956
Huzhou,Zhejiang,0,10,0,0.6680625737231078,34.24747104817685,63.6889435032316,52.70312048407311,25.21980818971395,5.56214707232805
Shaoxing,Zhejiang,0,42,0,0.6403867850559901,28.51389296715742,62.64174724477397,47.5056609286107,27.744724110326125,5.244488650755599
Jinhua,Zhejiang,0,55,0,0.6162182501174387,30.80691028912794,55.94423265941472,47.91044194317443,27.071039856109678,6.174043716639031
Quzhou,Zhejiang,0,14,0,0.6813584354686401,28.52388314521473,56.82124094876051,41.01964197552428,25.287760755352146,6.003505273063647
Zhoushan,Zhejiang,0,10,0,0.5513614426070887,16.39534489172129,75.32012757528625,30.47742927636769,16.559489462710037,4.754558511579415
Taizhou,Zhejiang,0,147,0,0.4841132251217782,19.174925682389883,70.03948202022768,43.86261246170063,24.1074312865448,4.323648739117905
Lishui,Zhejiang,0,17,0,0.5669202617382969,19.171137939978507,54.875171147778126,39.68395155062381,20.923751916413146,5.146290108902446
Hefei,Anhui,0.005747126436781609,174,1,0.6557874622018568,37.69212095278488,58.577780388082424,56.92705071101803,34.92688405436177,6.649739549196581
Wuhu,Anhui,0,34,0,0.7897885697629339,35.863189544806886,57.92936828257606,48.96428810315246,33.693807428011766,8.772728998548867
Bengbu,Anhui,0.03125,160,5,0.6521485131942278,30.61427084020331,70.61586714261253,73.1530634466945,42.391769962824164,12.927657254749931
Huainan,Anhui,0,27,0,0.6419335420716618,26.86712411566126,74.67406587872104,75.76954307304179,47.271500833065375,9.961468291730277
Maanshan,Anhui,0,38,0,0.7715594692575586,32.72395894256037,59.94815460331627,56.422602524387614,34.99104250888228,10.382599207500455
Huaibei,Anhui,0,27,0,0.7126451886688633,26.252866258015445,75.29922055699718,79.95584282821248,48.32078257498919,7.566994583709107
Tongling,Anhui,0,29,0,0.8154300575543435,35.131241412577026,57.466065430187754,62.02457497936816,33.70016457531185,12.706501827178881
Anqing,Anhui,0,83,0,0.6334979226867249,24.354935667550613,71.81098642079762,46.60940488934955,33.23500031881929,7.624025689010268
Huangshan,Anhui,0,9,0,0.5354474922544094,15.966596732023852,62.86237895177666,32.96571186102245,19.526508056676942,5.966412348018113
Chuzhou,Anhui,0,13,0,0.8091636659615661,29.957413287724513,71.29885693410915,58.58418673824611,37.02025298642553,7.587852555044094
Fuyang,Anhui,0,156,0,0.6312039607579528,25.37544175620304,69.76920888177993,75.68919183435422,48.226053675335244,6.440519827915365
Suzhou,Anhui,0,41,0,0.5728563351233132,26.17266637138412,72.92243995205621,74.79214739478114,44.87638072834156,7.461467766793956
Chaohu,Anhui,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liuan,Anhui,0,69,0,0.7189748669588696,25.63870651216031,75.77485822698132,60.998813817664235,36.19811797679969,5.90523702805854
Bozhou,Anhui,0,108,0,0.6148822595957023,23.11768128213732,75.97308033436138,79.90416635671635,47.592085117062425,7.23792508892921
Chizhou,Anhui,0,17,0,0.7388229591532398,24.917057587007285,58.829546874563405,49.096606664259916,32.75478779868776,8.690760539904552
Xuancheng,Anhui,0,6,0,0.6131647229074275,28.448291539606814,70.9077943604758,41.84995807897056,31.697028637794904,7.365712339567844
Fuzhou,Fujian,0.013888888888888888,72,1,0.6770575500432255,20.39002257723784,64.18033467523065,37.826860187327945,20.412423140191642,4.6716223662314444
Xiamen,Fujian,0,35,0,0.4774300080389515,18.260482965930397,67.00433722226141,33.0537775970253,18.27491328385883,5.477277770707151
Putian,Fujian,0,56,0,0.5326585255821085,15.582878225600567,71.10039036954214,40.4176032297234,21.718100782289778,5.82499670689893
Sanming,Fujian,0,14,0,0.740860681934747,20.571868536445322,43.806454342852916,38.12880954895011,22.197946483592624,7.816568826073986
Quanzhou,Fujian,0,47,0,0.4580348529876192,19.164158044640782,66.65931416814776,37.701348406455594,20.81238990448217,5.285734125480957
Zhangzhou,Fujian,0,20,0,0.5278001938259029,24.146709488951373,59.13082143862602,45.72887019433838,20.588723739821802,6.833322367874073
Nanping,Fujian,0,20,0,0.5286649412503284,13.358300708726453,52.89675731997484,28.956062980154822,19.128816027659244,6.3295944656526135
Longyan,Fujian,0,6,0,0.5483902571094127,20.403673485991604,50.62886520569735,32.77523986494897,18.249383388877717,7.630789644213493
Ningde,Fujian,0,26,0,0.6994690823199247,16.306824252482222,60.88622356661901,37.15498618360072,22.279551594775423,6.027131970080308
Nanchang,Jiangxi,0,230,0,0.6100130977348028,28.463473230712687,61.53164162151063,56.45041868089769,32.00824381708165,8.924974457395733
Jingdezhen,Jiangxi,0,6,0,0.6788952139631718,18.807009545373653,46.60600428772091,44.53144633766949,24.913589895996,12.891987403686734
Pingxiang,Jiangxi,0,33,0,1.2283402462140787,23.174392491934274,48.47917210917764,55.03416727327612,31.192659375648716,17.056538167083822
Jiujiang,Jiangxi,0,116,0,0.6338180171807244,26.459773355267565,60.91842290419018,54.159189580778204,36.72903921870516,9.993040600422022
Xinyu,Jiangxi,0,129,0,0.8501332844615763,23.104088737479923,55.230263844496825,54.50634326187231,29.5936021498381,19.776784215726465
Yingtan,Jiangxi,0,18,0,0.5252792181440361,19.08202834384748,59.63335103651205,39.48208657816929,31.82175277936568,16.62763217770542
Ganzhou,Jiangxi,0.013513513513513514,74,1,0.9860359948197378,16.249512716237835,65.97862006373612,42.53978427104311,25.012855630062795,11.537220004075722
Jian,Jiangxi,0,22,0,0.6451256293929752,18.75404810691212,63.17295705706833,51.97681800811342,27.39171778457119,11.668135084949647
Yichun,Jiangxi,0,106,0,0.8759617755361518,19.324030224872573,52.563678393079535,50.50665177070237,29.72086385902699,12.25948994525206
Fuzhou,Jiangxi,0,72,0,0.6437839946807228,15.828639165803848,63.34880329257095,44.82751156639704,26.098692293773624,7.120485534170847
Shangrao,Jiangxi,0,123,0,0.680959606330512,21.03784966118326,54.813650383135425,49.34793504292986,28.547898082469544,13.992827126999908
Jinan,Shandong,0,47,0,0.8812530175326898,35.442923704629955,74.85396557596641,90.42784789419227,49.14367771102788,12.730001418621177
Qingdao,Shandong,0.012658227848101266,79,1,0.6298410629707457,32.749646341162844,70.09130397935854,59.8125995384515,30.992550797773024,7.74442786055425
Zibo,Shandong,0.03333333333333333,30,1,0.9863577546461185,37.74652609499158,72.50211426847022,92.01917822291527,53.680189021551605,17.72216542113589
Zaozhuang,Shandong,0,24,0,0.6926239682380964,29.393201471389034,75.32807923421849,97.17045448066276,53.65255623408036,16.193809356392975
Dongying,Shandong,NA,0,0,0.6779695377748869,31.119285576962568,74.76889645340079,79.6762189408366,45.38856555419516,15.04806654192006
Yantai,Shandong,0,47,0,0.5468552014450037,27.62385131161339,78.3459886338017,60.47293781069904,31.02046895626878,10.362015066979724
Weifang,Shandong,0,44,0,0.7172896001190602,32.10069958113814,66.8334811037945,88.2619920088067,49.220544775166225,10.264649646687573
Jining,Shandong,0,260,0,0.9227903432670622,31.1395444739141,74.52253693597856,79.59379098101641,52.53871108606563,11.856151733800234
Taian,Shandong,0.05714285714285714,35,2,0.7641834558532853,29.584823604402747,77.86152688287075,92.08218307448904,49.81351125074396,14.590262815333002
Weihai,Shandong,0.02631578947368421,38,1,0.5125015672541049,15.383225197542306,85.5647588553762,44.11393541178643,25.588457252700817,4.481164428354778
Rizhao,Shandong,0,16,0,0.6043941718686814,32.546116682594594,70.92738602721553,67.33365958978247,36.66810368418479,7.758705084209116
Laiwu,Shandong,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linyi,Shandong,0,49,0,0.9003915432645725,35.247475928252,73.05697206144598,90.88611699721874,47.47411551381151,11.256419051181672
Dezhou,Shandong,0.05405405405405406,37,2,0.8015017193365489,27.65890794429834,76.35315412949863,90.61788612144544,48.034701348651275,11.736106176458705
Liaocheng,Shandong,0,38,0,0.7644596174696543,32.67024758956891,70.44554408417193,92.03360343295849,52.68325339639884,11.22828977901044
Binzhou,Shandong,0,15,0,0.9495323572793352,37.87627434334765,69.48787191312809,76.09546605490574,48.08535759845397,16.367413520022886
Heze,Shandong,0,18,0,0.7081502748399567,29.024917899012653,71.10309445847669,104.07233941750243,52.134842588133374,10.555573857014915
Zhengzhou,Henan,0.03184713375796178,157,5,0.7997427006867895,38.620901612566186,69.76757620379618,87.7391236976906,49.97562944296042,8.641301858525233
Kaifeng,Henan,0,26,0,0.7721259522991974,28.19613734382577,69.47015682344934,89.07918654181648,54.113784908911946,8.881465128518347
Luoyang,Henan,0.03225806451612903,31,1,0.7460415558497774,33.4192725195876,62.0922566514839,89.58886763702932,49.64449178079277,7.996002989508805
Pingdingshan,Henan,0.017241379310344827,58,1,0.871671383772634,31.31668308331218,70.10570247222452,83.76558369576802,50.57386846268416,12.21952700677667
Anyang,Henan,0,53,0,1.095582177773265,35.77484945051634,69.25775970459833,107.2163039895752,61.13801002703342,12.36022954477782
Hebi,Henan,0,19,0,0.9350540170885143,35.71392030277578,66.395519708352,93.60435221531519,56.62568347643443,10.926315994106641
Xinxiang,Henan,0.05263157894736842,57,3,0.909550198212103,34.53267217823233,65.01518603340439,90.88756117310041,50.65183330091452,13.559247318024164
Jiaozuo,Henan,0.03125,32,1,0.9166735657074748,32.53982442277907,69.77530991232952,99.78480604395695,56.032121518816936,11.58130685435201
Puyang,Henan,0,17,0,0.7995898165593465,29.896038496191235,68.27983389987935,90.58757613004812,57.29269502270428,9.85370886861479
Xuchang,Henan,0.02564102564102564,39,1,0.9497869169194103,29.65008138080265,65.56648375592252,77.63377230044728,52.08422370810465,10.984596749905842
Luohe,Henan,0,36,0,0.7308169843760138,25.565455668540555,68.41570566331193,84.76123680693873,53.815281022687394,9.205668201210326
Sanmenxia,Henan,0.14285714285714285,7,1,0.813736049363437,30.701163672860595,66.09707251385886,79.44468630585375,47.46022448013261,7.115656278976733
Nanyang,Henan,0.019230769230769232,156,3,0.9117687772510344,24.027468964644516,70.29463838431275,82.11685218516996,49.68425896605478,8.272663637825012
Shangqiu,Henan,0.03296703296703297,91,3,0.7665246991297818,27.355519765112334,70.71343498112749,80.54643693920053,51.436985139621264,7.036416738083869
